,Unnamed: 0,id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,created_at,timestamp,crawled_at,updated,user_type
12,122756,488908984359739392,"@Baddestbianca ""It does not matter how slowly you go as long as you do not stop."" - Confucius","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,488908166940221440,2316181428,Baddestbianca,0,,,,0,0,0,,,,0,0,1,Tue Jul 15 04:52:40 +0000 2014,2014-07-15 06:52:40,2014-11-13 02:16:52,2014-11-13 02:16:52,0
13,122757,486767432858480640,"@hiphoppromoterj ""You may delay, but time will not."" - Benjamin Franklin","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,486761505002496000,732125528,hiphoppromoterj,0,,,,0,0,0,,,,0,0,1,Wed Jul 09 07:02:54 +0000 2014,2014-07-09 09:02:54,2014-11-13 02:16:52,2014-11-13 02:16:52,0
14,122758,486767281511231488,Best sleep I have had in ages??,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Jul 09 07:02:18 +0000 2014,2014-07-09 09:02:18,2014-11-13 02:16:52,2014-11-13 02:16:52,0
15,122759,486767227589259264,"@DJXATL ""Work hard but make sure you enjoy life too."" - Ted Smart","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,486767021372477441,344828078,DJXATL,0,,,,1,0,0,,,,0,0,1,Wed Jul 09 07:02:05 +0000 2014,2014-07-09 09:02:05,2014-11-13 02:16:52,2014-11-13 02:16:52,0
16,122760,485683207170297856,"@itsladyju ""To love oneself is the beginning of a lifelong romance."" - Oscar Wilde","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,485681050022998016,281664288,itsladyju,0,,,,1,0,0,,,,0,0,1,Sun Jul 06 07:14:34 +0000 2014,2014-07-06 09:14:34,2014-11-13 02:16:52,2014-11-13 02:16:52,0
17,122761,485683036734750720,"""An expert is a man who has made all the mistakes which can be made, in a narrow field."" - Niels Bohr","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Jul 06 07:13:54 +0000 2014,2014-07-06 09:13:54,2014-11-13 02:16:52,2014-11-13 02:16:52,0
18,122762,485682950634098690,@fiyaaaaRed hello,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,485682753862512640,289035663,fiyaaaaRed,0,,,,0,0,0,,,,0,0,1,Sun Jul 06 07:13:33 +0000 2014,2014-07-06 09:13:33,2014-11-13 02:16:52,2014-11-13 02:16:52,0
19,122763,484546953309474816,Looking For Alaska; one of the best novels out there &lt;3,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Thu Jul 03 03:59:30 +0000 2014,2014-07-03 05:59:30,2014-11-13 02:16:52,2014-11-13 02:16:52,0
20,122764,484546902805856256,"@Whidbyy ""Only he who can see the invisible can do the impossible."" - Frank L. Gaines","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,484497247380721664,390474210,Whidbyy,0,,,,0,0,0,,,,0,0,1,Thu Jul 03 03:59:18 +0000 2014,2014-07-03 05:59:18,2014-11-13 02:16:52,2014-11-13 02:16:52,0
21,122765,484546806374604800,"""I dream of painting and then I paint my dream."" - Vincent Van Gogh","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Thu Jul 03 03:58:55 +0000 2014,2014-07-03 05:58:55,2014-11-13 02:16:52,2014-11-13 02:16:52,0
22,122766,484546759046070273,"@foreignmiley ""The man with insight enough to admit his limitations comes nearest to perfection."" - Johann Wolfgang von Goethe","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,484545208688709632,338597851,karjashian,0,,,,0,0,0,,,,0,0,1,Thu Jul 03 03:58:44 +0000 2014,2014-07-03 05:58:44,2014-11-13 02:16:52,2014-11-13 02:16:52,0
23,122767,484223445148782592,"""Winter always turns into spring."" - Nichiren","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Jul 02 06:34:00 +0000 2014,2014-07-02 08:34:00,2014-11-13 02:16:52,2014-11-13 02:16:52,0
24,122768,484223385472204800,"@astronaut_____1 ""The biggest adventure you can ever take is to live the life of your dreams."" - Oprah Winfrey","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,484223228093935616,1025901739,astronaut_____1,0,,,,1,0,1,,,,0,0,1,Wed Jul 02 06:33:46 +0000 2014,2014-07-02 08:33:46,2014-11-13 02:16:52,2014-11-13 02:16:52,0
25,122769,482575929504317442,"""Experience is a hard teacher because she gives the test first, the lesson afterwards."" - Vernon Laz","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Fri Jun 27 17:27:22 +0000 2014,2014-06-27 19:27:22,2014-11-13 02:16:52,2014-11-13 02:16:52,0
26,122770,482575862861021184,"@jlenacuddles ""If we are together nothing is impossible. If we are divided all will fail."" - Winston Churchill","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,482575716794765312,286681347,jlenacuddles,0,,,,0,0,1,,,,0,0,1,Fri Jun 27 17:27:06 +0000 2014,2014-06-27 19:27:06,2014-11-13 02:16:52,2014-11-13 02:16:52,0
27,122771,482575751854559232,"""It doesn't matter who you are, where you come from. The ability to triumph begins with you. Always."" - Oprah Winfrey","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Fri Jun 27 17:26:39 +0000 2014,2014-06-27 19:26:39,2014-11-13 02:16:52,2014-11-13 02:16:52,0
28,122772,482575679318278145,"@Jorgiahanny ""Wisdom comes from experience. Experience is often a result of lack of wisdom."" - Terry Pratchett","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,482575473919422464,421358325,Jorgiahanny,0,,,,0,0,1,,,,0,0,1,Fri Jun 27 17:26:22 +0000 2014,2014-06-27 19:26:22,2014-11-13 02:16:52,2014-11-13 02:16:52,0
29,122773,482246928164331520,@BabyBlev great...,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,482245867231928320,2363305826,BabyBlev,0,,,,0,0,0,,,,0,0,1,Thu Jun 26 19:40:02 +0000 2014,2014-06-26 21:40:02,2014-11-13 02:16:52,2014-11-13 02:16:52,0
30,122774,482246833767329793,forget to help share this post with your friends,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Thu Jun 26 19:39:39 +0000 2014,2014-06-26 21:39:39,2014-11-13 02:16:52,2014-11-13 02:16:52,0
31,122775,482246783469240321,"@Spark_Magazine ""Efficiency is doing things right; effectiveness is doing the right things."" - Peter Drucker","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,482246603332681730,94335217,Spark_Magazine,0,,,,0,0,0,,,,0,0,1,Thu Jun 26 19:39:27 +0000 2014,2014-06-26 21:39:27,2014-11-13 02:16:52,2014-11-13 02:16:52,0
32,122776,480740922951348227,sister bragging about how she going out tn lol,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Jun 22 15:55:42 +0000 2014,2014-06-22 17:55:42,2014-11-13 02:16:52,2014-11-13 02:16:52,0
33,122777,480740840248074242,@REALLILTY hello,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,480606098115026944,362647128,REALLILTY,0,,,,0,0,0,,,,0,0,1,Sun Jun 22 15:55:22 +0000 2014,2014-06-22 17:55:22,2014-11-13 02:16:52,2014-11-13 02:16:52,0
34,122778,480740726884417536,Please play good music lol,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Jun 22 15:54:55 +0000 2014,2014-06-22 17:54:55,2014-11-13 02:16:52,2014-11-13 02:16:52,0
35,122779,480740657120571392,"@DJCHICO561 ""I am the greatest, I said that even before I knew I was."" - Muhammad Ali","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,480734707295219712,335012498,DJCHICO561,0,,,,0,0,0,,,,0,0,1,Sun Jun 22 15:54:39 +0000 2014,2014-06-22 17:54:39,2014-11-13 02:16:52,2014-11-13 02:16:52,0
36,122780,480046953753878530,"@Ryokonic ""Making good decisions is a crucial skill at every level."" - Peter Drucker","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,480045792301166592,1528274796,Ryokonic,0,,,,0,0,0,,,,0,0,1,Fri Jun 20 17:58:07 +0000 2014,2014-06-20 19:58:07,2014-11-13 02:16:52,2014-11-13 02:16:52,0
37,122781,480046803664908288,"""When you want something, you have to be willing to pay your dues."" - Les Brown","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Fri Jun 20 17:57:31 +0000 2014,2014-06-20 19:57:31,2014-11-13 02:16:52,2014-11-13 02:16:52,0
38,122782,480046700552138752,"@xhamurda ""I had to pick myself up and get on with it, do it all over again, only even better this time."" - Sam Walton","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,480046480057569280,2175160612,xhaaee,0,,,,0,0,0,,,,0,0,0,Fri Jun 20 17:57:06 +0000 2014,2014-06-20 19:57:06,2014-11-13 02:16:52,2014-11-13 02:16:52,0
39,122783,479520173859168256,"@Gunna_Greenland ""Nothing is a waste of time if you use the experience wisely."" - Auguste Rodin","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,479472724725989376,183243160,Gunna_Greenland,0,,,,0,0,0,,,,0,0,1,Thu Jun 19 07:04:53 +0000 2014,2014-06-19 09:04:53,2014-11-13 02:16:52,2014-11-13 02:16:52,0
40,122784,479520016597917696,"""Never stand begging for that which you have the power to earn."" - Miguel de Cervantes","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Thu Jun 19 07:04:15 +0000 2014,2014-06-19 09:04:15,2014-11-13 02:16:52,2014-11-13 02:16:52,0
41,122785,479519915817189377,"@TazMulaEnt ""You may never know what results come of your actions, but if you do nothing, there will be no results."" - Gandhi","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,479454900166733824,2414654130,TazMulaEnt,0,,,,1,0,0,,,,0,0,1,Thu Jun 19 07:03:51 +0000 2014,2014-06-19 09:03:51,2014-11-13 02:16:52,2014-11-13 02:16:52,0
42,122786,477750610356219904,It's fuck up when you are using my circle of frens for something you want in life and when I ask something from you like a job you say no.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Jun 14 09:53:16 +0000 2014,2014-06-14 11:53:16,2014-11-13 02:16:52,2014-11-13 02:16:52,0
43,122787,477750556295831553,@KayGeeMarley cccoooolllll,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,477702572497969152,969589230,KayGeeMarley,0,,,,1,0,0,,,,0,0,1,Sat Jun 14 09:53:03 +0000 2014,2014-06-14 11:53:03,2014-11-13 02:16:52,2014-11-13 02:16:52,0
44,122788,461428527699472385,"""A person can succeed at anything for which there is enthusiasm."" - Charles M. Schwab","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:55:08 +0000 2014,2014-04-30 10:55:08,2014-11-13 02:16:52,2014-11-13 02:16:52,0
45,122789,461428391036481536,Just got back from Jordan's now I have to get ready to go to a wedding in london??,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:54:36 +0000 2014,2014-04-30 10:54:36,2014-11-13 02:16:52,2014-11-13 02:16:52,0
46,122790,461428342084755456,The song foreigners &gt;&gt;&gt;,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:54:24 +0000 2014,2014-04-30 10:54:24,2014-11-13 02:16:52,2014-11-13 02:16:52,0
47,122791,461428186446704640,"??????, ????� ????? ??? ?? ?????! jurmala majori sea music relax night stars","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:53:47 +0000 2014,2014-04-30 10:53:47,2014-11-13 02:16:52,2014-11-13 02:16:52,0
48,122792,461428150136627200,"""I can live for two months on a good compliment."" - Mark Twain","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:53:38 +0000 2014,2014-04-30 10:53:38,2014-11-13 02:16:52,2014-11-13 02:16:52,0
49,122793,461428013033205760,To com a endy ' felipe ' larissa' thalita'Iluska andado de carro pq sim,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:53:05 +0000 2014,2014-04-30 10:53:05,2014-11-13 02:16:52,2014-11-13 02:16:52,0
50,122794,461427966933614592,"""Attitude is a little thing that makes a big difference."" - Winston Churchill","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Wed Apr 30 08:52:54 +0000 2014,2014-04-30 10:52:54,2014-11-13 02:16:52,2014-11-13 02:16:52,0
51,122795,461076677649367040,What up Youngstown,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:37:01 +0000 2014,2014-04-29 11:37:01,2014-11-13 02:16:52,2014-11-13 02:16:52,0
52,122796,461076560959639552,K my TL is dead so I'm bout to KO,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:36:33 +0000 2014,2014-04-29 11:36:33,2014-11-13 02:16:52,2014-11-13 02:16:52,0
53,122797,461076504915361792,YEAY YEAY YEAY YEAY YEAY YEAY YEAY YEAY BAP WON MUSIC BANK I'M A PROUD BABY HERE TWT,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:36:19 +0000 2014,2014-04-29 11:36:19,2014-11-13 02:16:52,2014-11-13 02:16:52,0
54,122798,461076364762689537,The end if your night is the beginning of ours,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:35:46 +0000 2014,2014-04-29 11:35:46,2014-11-13 02:16:52,2014-11-13 02:16:52,0
55,122799,461076316368797698,"""Not everything that can be counted counts, and not everything that counts can be counted."" - Albert Einstein","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:35:34 +0000 2014,2014-04-29 11:35:34,2014-11-13 02:16:52,2014-11-13 02:16:52,0
56,122800,461076172185423872,"""I always tried to turn every disaster into an opportunity."" - John D. Rockefeller","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:35:00 +0000 2014,2014-04-29 11:35:00,2014-11-13 02:16:52,2014-11-13 02:16:52,0
57,122801,461076121274953728,"""Some people want it to happen, some wish it would happen, others make it happen."" - Michael Jordan","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Tue Apr 29 09:34:48 +0000 2014,2014-04-29 11:34:48,2014-11-13 02:16:52,2014-11-13 02:16:52,0
58,122802,460539259443634176,@BitchesLuvLisa very cool,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Apr 27 22:01:30 +0000 2014,2014-04-28 00:01:30,2014-11-13 02:16:52,2014-11-13 02:16:52,0
59,122803,460539138718961664,facebook's so overrated i don't even know why i bothered logging on lol,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Apr 27 22:01:01 +0000 2014,2014-04-28 00:01:01,2014-11-13 02:16:52,2014-11-13 02:16:52,0
60,122804,460539113557344256,A bottle of wine each is what awaits me and Melissa,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Apr 27 22:00:55 +0000 2014,2014-04-28 00:00:55,2014-11-13 02:16:52,2014-11-13 02:16:52,0
61,122805,460539085832978432,@GeireKami ahh,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,459878579095240704,45327013,GeireKami,0,,,,0,0,0,,,,0,0,1,Sun Apr 27 22:00:49 +0000 2014,2014-04-28 00:00:49,2014-11-13 02:16:52,2014-11-13 02:16:52,0
62,122806,460538996070694912,Where's Dylan?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Apr 27 22:00:27 +0000 2014,2014-04-28 00:00:27,2014-11-13 02:16:52,2014-11-13 02:16:52,0
63,122807,460538956635840513,where is the homie ?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sun Apr 27 22:00:18 +0000 2014,2014-04-28 00:00:18,2014-11-13 02:16:52,2014-11-13 02:16:52,0
64,122808,460538897714257921,@BrianZettler hi,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,460266592656306176,412544794,BrianZettler,0,,,,0,0,0,,,,0,0,1,Sun Apr 27 22:00:04 +0000 2014,2014-04-28 00:00:04,2014-11-13 02:16:52,2014-11-13 02:16:52,0
65,122809,460158039689940992,151). I hate him! He behaves as if he were somebody.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 20:46:40 +0000 2014,2014-04-26 22:46:40,2014-11-13 02:16:52,2014-11-13 02:16:52,0
66,122810,460157981259071488,@siema_bieber hey,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,460157837126426624,1361635586,jarianasparks,0,,,,0,0,0,,,,0,0,1,Sat Apr 26 20:46:26 +0000 2014,2014-04-26 22:46:26,2014-11-13 02:16:52,2014-11-13 02:16:52,0
67,122811,460157905065373696,"""Vitality shows not only in the ability to persist, but in the ability to start over."" - F. Scott Fitzgerald","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 20:46:08 +0000 2014,2014-04-26 22:46:08,2014-11-13 02:16:52,2014-11-13 02:16:52,0
68,122812,460157877169033216,"""You really can change the world if you care enough."" - Marian Wright Edelman","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 20:46:01 +0000 2014,2014-04-26 22:46:01,2014-11-13 02:16:52,2014-11-13 02:16:52,0
69,122813,460157814581628928,@Twerkin0nBiebz you need a vip account from #TALNTS,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,460157344609861633,1272173018,delreyschild,0,,,,0,0,0,,,,1,0,1,Sat Apr 26 20:45:46 +0000 2014,2014-04-26 22:45:46,2014-11-13 02:16:52,2014-11-13 02:16:52,0
70,122814,460157707249414146,"""Necessity is the mother of taking chances."" - Mark Twain","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 20:45:21 +0000 2014,2014-04-26 22:45:21,2014-11-13 02:16:52,2014-11-13 02:16:52,0
71,122815,460157676949733376,Read your way to productivity with these best-selling time management books,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 20:45:14 +0000 2014,2014-04-26 22:45:14,2014-11-13 02:16:52,2014-11-13 02:16:53,0
72,122816,460157644976582657,@BizzleCams cool,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,460157504828506112,1343081610,bizzlecams,0,,,,0,0,0,,,,0,0,1,Sat Apr 26 20:45:06 +0000 2014,2014-04-26 22:45:06,2014-11-13 02:16:52,2014-11-13 02:16:53,0
73,122817,459872971486535680,LeBron = Dark Knight. The Pacers will show you where Gotham City is located when you meet them in the playoffs. You are no #23 either-never!,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 01:53:55 +0000 2014,2014-04-26 03:53:55,2014-11-13 02:16:52,2014-11-13 02:16:53,0
74,122818,459872920420892672,@Nyberg_ you need a vip account from #TALNTS,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,459330495319638016,508531882,Nyberg_,0,,,,0,0,0,,,,1,0,1,Sat Apr 26 01:53:42 +0000 2014,2014-04-26 03:53:42,2014-11-13 02:16:52,2014-11-13 02:16:53,0
75,122819,459872777361559554,that long hug and them forehead kisses made me feel a lil better!,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2352660283.0,,0,0,,0,,,,0,0,0,,,,0,0,0,Sat Apr 26 01:53:08 +0000 2014,2014-04-26 03:53:08,2014-11-13 02:16:52,2014-11-13 02:16:53,0
