,user_id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,counts,user_type,ant,disgust,fear,joy,sadness,surprise,trust,emotion_sum,ratio_ant,ratio_disgust,ratio_fear,ratio_joy,ratio_sadness,ratio_surprise,ratio_trust,index,sentiment_negative,sentiment_neutral,sentiment_positive,sent_sum,ratio_neg,ratio_neu,ratio_pos,jaccard,numtops
10,73047988.0,Sally,Sally2z2d,1,56,496,0,1,http://wowurl.com/13u9,en,,,,,,http://a3.twimg.com/profile_images/407677715/zz3__1003__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287523226/images/themes/theme1/bg.png,,,,,,,,,,,,1252559719000L,2009-09-10 07:15:19,2010-11-07 11:10:52,2016-03-14 17:09:06,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,68202161.0,Sophia,Sophia80bn,1,50,222,0,0,,en,,,,,,http://a0.twimg.com/profile_images/377869560/z748_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1251051714000L,2009-08-23 20:21:54,2010-11-07 11:10:52,2016-03-14 17:08:34,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,67601742.0,Cindy,Cindy70en,1,199,539,0,1,http://xurl.jp/g51a,en,,,,,,http://a2.twimg.com/profile_images/374231470/z3__1683__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1250860058000L,2009-08-21 15:07:38,2010-11-07 11:10:52,2016-03-14 17:08:28,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,67243343.0,Jessica,Jessica116d,1,97,589,0,0,http://xurl.jp/l01a,en,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_6_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1250748057000L,2009-08-20 08:00:57,2010-11-07 11:10:52,2016-03-14 17:08:22,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,53948371.0,Ansherri Scales,anniebaby170025,1,72,745,0,0,,en,,,,,,http://a3.twimg.com/profile_images/300218855/43_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1246812557000L,2009-07-05 18:49:17,2010-11-07 11:10:52,2016-03-14 17:07:21,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15,53819925.0,Raymond Ward,raysadiplo41136,1,46,317,0,1,,en,,,,,,http://a3.twimg.com/profile_images/298352103/11_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1246761771000L,2009-07-05 04:42:51,2010-11-07 11:10:52,2016-03-14 17:07:19,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16,66286914.0,Alex Ackerman,zanerpoodl4aa,1,22,758,0,0,,en,,,,,,http://a0.twimg.com/profile_images/370490592/44_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250487204000L,2009-08-17 07:33:24,2010-11-07 11:10:52,2016-03-14 17:08:20,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17,66168720.0,Ashley Semila Styles,AshleySemi3em,1,28,786,0,0,,en,,,,,,http://a0.twimg.com/profile_images/370496852/4_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250448842000L,2009-08-16 20:54:02,2010-11-07 11:10:52,2016-03-14 17:08:19,1,0,1,0,0,1,0,0,0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,154,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18,53784356.0,Mom3CuteBoys,Mom3CuteBo71550,1,39,300,0,0,,en,,,,,,http://a2.twimg.com/profile_images/298714926/22_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1246749020000L,2009-07-05 01:10:20,2010-11-07 11:10:52,2016-03-14 17:07:18,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
19,53783352.0,IMA REAL INDIVIDUAL,SuaveOnDem50734,1,37,313,0,0,,en,,,,,,http://a2.twimg.com/profile_images/298625138/37_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288981003/images/themes/theme1/bg.png,,,,,,,,,,,,1246748653000L,2009-07-05 01:04:13,2010-11-07 11:10:52,2016-03-14 17:07:18,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20,53781542.0,Mom3CuteBoys,Mom3CuteBo27943,1,26,292,0,0,,en,,,,,,http://a2.twimg.com/profile_images/298704046/7_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,,,,1246748064000L,2009-07-05 00:54:24,2010-11-07 11:10:52,2016-03-14 17:07:17,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
21,67845596.0,Chelsea,Chelsea07xp,1,176,579,0,3,http://xurl.jp/ld2a,en,,,,,,http://a3.twimg.com/profile_images/375608523/zz3__284__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1250928694000L,2009-08-22 10:11:34,2010-11-07 11:10:52,2016-03-14 17:08:30,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
22,73851157.0,Carly,Carly3s9a,1,65,439,0,0,http://wowurl.com/1433,en,,,,,,http://a2.twimg.com/profile_images/415840450/z2__1550__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1252834009000L,2009-09-13 11:26:49,2010-11-07 11:10:52,2016-03-14 17:09:08,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23,72497929.0,Emily,Emily3i7w,1,90,644,0,0,http://wowurl.com/13oz,en,,,,,,http://a3.twimg.com/profile_images/405531419/zzz3__922__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1252395029000L,2009-09-08 09:30:29,2010-11-07 11:10:52,2016-03-14 17:09:03,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,74394852.0,Chelsea,Chelsea8q3l,1,90,553,0,0,http://wowurl.com/148r,en,,,,,,http://a0.twimg.com/profile_images/421813748/zz2__220__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287523226/images/themes/theme1/bg.png,,,,,,,,,,,,1253000979000L,2009-09-15 09:49:39,2010-11-07 11:10:52,2016-03-14 17:09:11,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
25,98034594.0,JuliannePugh,Pugh_6120,1,41,766,0,0,,en,,,,,,http://s.twimg.com/a/1287523226/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1287523226/images/themes/theme1/bg.png,,,,,,,,,,,,1261278152000L,2009-12-20 04:02:32,2010-11-07 11:10:52,2016-03-14 17:10:12,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26,102503569.0,WendyMorton,WendyMorton452,1,60,782,0,1,,en,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1262818039000L,2010-01-06 23:47:19,2010-11-07 11:10:52,2016-03-14 17:10:26,1,0,1,0,0,1,0,1,1,4,0.25,0.0,0.0,0.25,0.0,0.25,0.25,234,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
27,74389659.0,Katherine,Katherine4u4c,1,108,633,0,1,http://wowurl.com/148b,en,,,,,,http://a3.twimg.com/profile_images/420800879/zz2__177__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1252998791000L,2009-09-15 09:13:11,2010-11-07 11:10:52,2016-03-14 17:09:10,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
28,55090967.0,Cally White,callywhitedfe,1,47,1513,0,0,,en,,,,,,http://a3.twimg.com/profile_images/305382719/c_normal_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1247101231000L,2009-07-09 03:00:31,2010-11-07 11:10:52,2016-03-14 17:07:27,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,81059978.0,Sofie,Sofie6hv8,1,117,571,0,0,http://xurl.jp/gd6a,en,,,,,,http://a2.twimg.com/profile_images/462739246/zzz2__814__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1255076098000L,2009-10-09 10:14:58,2010-11-07 11:10:52,2016-03-14 17:09:34,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
30,80737089.0,Sophia,Sophia50nv,1,182,593,0,0,http://urly.at/562,en,,,,,,http://a2.twimg.com/profile_images/458947542/zzz542_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1254966679000L,2009-10-08 03:51:19,2010-11-07 11:10:52,2016-03-14 17:09:33,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
31,55162707.0,IthacaWeather,IthacaWeata7h,1,20,759,0,0,,en,,,,,,http://a2.twimg.com/profile_images/307840790/c_normal_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288217225/images/themes/theme1/bg.png,,,,,,,,,,,,1247120648000L,2009-07-09 08:24:08,2010-11-07 11:10:52,2016-03-14 17:07:30,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
32,77163161.0,Christina,Christina7y2c,1,108,634,0,0,http://wowurl.com/14pw,en,,,,,,http://a3.twimg.com/profile_images/435769475/zz01__1551__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287437169/images/themes/theme1/bg.png,,,,,,,,,,,,1253865361000L,2009-09-25 09:56:01,2010-11-07 11:10:52,2016-03-14 17:09:21,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
33,75738114.0,Emily,Emily9r4t,1,153,487,0,0,http://wowurl.com/14jp,en,,,,,,http://a1.twimg.com/profile_images/427525221/zzme__1005__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1253429676000L,2009-09-20 08:54:36,2010-11-07 11:10:52,2016-03-14 17:09:19,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
34,75727639.0,Sally,Sally9a9z,1,134,487,0,0,http://wowurl.com/14ig,en,,,,,,http://a1.twimg.com/profile_images/426048593/zzme__885__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1253424582000L,2009-09-20 07:29:42,2010-11-07 11:10:52,2016-03-14 17:09:18,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35,75410583.0,Katherine,Katherine3o7i,1,82,500,0,0,http://wowurl.com/14fa,en,,,,,,http://a0.twimg.com/profile_images/423946600/z01__703__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1253314832000L,2009-09-19 01:00:32,2010-11-07 11:10:52,2016-03-14 17:09:16,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
36,75402052.0,Emily,Emily2r5t,1,162,507,0,0,http://wowurl.com/14eq,en,,,,,,http://a2.twimg.com/profile_images/423469574/zzme__670__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287512878/images/themes/theme1/bg.png,,,,,,,,,,,,1253312492000L,2009-09-19 00:21:32,2010-11-07 11:10:52,2016-03-14 17:09:15,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
37,74843444.0,Amy,Amy4p5s,1,150,476,0,1,http://wowurl.com/149v,en,,,,,,http://a1.twimg.com/profile_images/421376013/zzme__534__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1253136590000L,2009-09-16 23:29:50,2010-11-07 11:10:52,2016-03-14 17:09:13,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
38,77161645.0,Sally,Sally6e8d,1,95,591,0,0,http://wowurl.com/14pq,en,,,,,,http://a0.twimg.com/profile_images/435441596/zz01__1530__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1253864692000L,2009-09-25 09:44:52,2010-11-07 11:10:52,2016-03-14 17:09:21,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
39,98034633.0,LornaColeman,Coleman_1665,1,58,778,0,0,,en,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_4_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1261278165000L,2009-12-20 04:02:45,2010-11-07 11:10:52,2016-03-14 17:10:12,1,0,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,227,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
40,60430191.0,Mary,Mary77qrn,2,37,321,0,1,http://xurl.jp/koy,en,,,,,,http://a3.twimg.com/profile_images/333826827/zzzzzzzscenegirl-0470_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1248652527000L,2009-07-27 01:55:27,2010-11-07 11:10:52,2016-03-14 17:07:46,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,1.0,0.0,1.0,2.0,0.5,0.0,0.5,0.0,0.0
41,59904140.0,Joseane Souza,chiquita_morena,2,160,154,0,1,,en,,S\xe3o Paulo,,,,http://a2.twimg.com/profile_images/330876702/q7lxo00nni5ls51i61mx682895059jrpdk41r8s_grd_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/25324807/rosas.jpg,,,,,,,,,,,,1248473938000L,2009-07-25 00:18:58,2010-11-07 11:10:52,2016-03-14 17:07:44,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
42,59434448.0,Brittney,Brittney7t7h3,2,53,375,0,0,http://xurl.jp/nhx,en,,,,,,http://a0.twimg.com/profile_images/328172220/zzzzzzscenegirl-1552_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288981003/images/themes/theme1/bg.png,,,,,,,,,,,,1248349310000L,2009-07-23 13:41:50,2010-11-07 11:10:52,2016-03-14 17:07:43,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
43,61142555.0,Emily,Emily5lyh2,2,57,334,0,1,http://xurl.jp/jfz,en,,,,,,http://a2.twimg.com/profile_images/337576990/zzzzzzzscenegirl-1162_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1248853456000L,2009-07-29 09:44:16,2010-11-07 11:10:52,2016-03-14 17:07:47,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,1.0,0.0,1.0,2.0,0.5,0.0,0.5,0.0,0.0
44,65018762.0,itsvictoriax,itsvictoricb4,2,47,1441,0,1,,en,,,,,,http://a0.twimg.com/profile_images/359778180/3_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,,,,1250079430000L,2009-08-12 14:17:10,2010-11-07 11:10:52,2016-03-14 17:08:09,2,0,1,0,0,1,0,0,0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,143,0.0,1.0,1.0,2.0,0.0,0.5,0.5,0.0,0.0
45,65231459.0,Lance Strate,LanceStrat1ka,2,49,1475,0,0,,en,,,,,,http://a0.twimg.com/profile_images/360774600/16_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250127085000L,2009-08-13 03:31:25,2010-11-07 11:10:52,2016-03-14 17:08:10,2,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,145,1.0,1.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0
46,65031866.0,cash_flow capo,TsUnaMii_Cadg,2,60,1445,0,0,,en,,,,,,http://a0.twimg.com/profile_images/359810400/10_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1250083002000L,2009-08-12 15:16:42,2010-11-07 11:10:52,2016-03-14 17:08:10,2,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,144,0.0,1.0,1.0,2.0,0.0,0.5,0.5,0.0,0.0
47,62463639.0,Mary,Mary5d01e,2,75,384,0,0,http://xurl.jp/em0a,en,,,,,,http://a1.twimg.com/profile_images/345618457/zzzzzzzzscenegirl-0456_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,,,,1249285086000L,2009-08-03 09:38:06,2010-11-07 11:10:52,2016-03-14 17:07:53,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0.0,1.0,1.0,2.0,0.0,0.5,0.5,0.0,0.0
48,64473068.0,philipbroadway,philipbroaeil,2,36,1418,0,0,,en,,,,,,http://a3.twimg.com/profile_images/357315331/1_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1249928592000L,2009-08-10 20:23:12,2010-11-07 11:10:52,2016-03-14 17:08:01,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,0.0,1.0,1.0,2.0,0.0,0.5,0.5,0.0,0.0
49,64973721.0,Samantha Smith,Rudi3CantFh52,2,52,1515,0,1,,en,,,,,,http://a1.twimg.com/profile_images/359399621/19_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1286302838/images/themes/theme1/bg.png,,,,,,,,,,,,1250063127000L,2009-08-12 09:45:27,2010-11-07 11:10:52,2016-03-14 17:08:07,2,0,1,0,0,1,0,0,0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,140,0.0,1.0,1.0,2.0,0.0,0.5,0.5,0.0,0.0
