,Unnamed: 0,Unnamed: 0.1,id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,counts,user_type
25,749,749,98034594.0,JuliannePugh,Pugh_6120,1,41,766,0,0,,en,,,,,,http://s.twimg.com/a/1287523226/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1287523226/images/themes/theme1/bg.png,,,,,,,,,,,,1261278152000L,2009-12-20 04:02:32,2010-11-07 11:10:52,2016-03-14 17:10:12,1,0
26,800,800,102503569.0,WendyMorton,WendyMorton452,1,60,782,0,1,,en,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1262818039000L,2010-01-06 23:47:19,2010-11-07 11:10:52,2016-03-14 17:10:26,1,0
27,534,534,74389659.0,Katherine,Katherine4u4c,1,108,633,0,1,http://wowurl.com/148b,en,,,,,,http://a3.twimg.com/profile_images/420800879/zz2__177__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1252998791000L,2009-09-15 09:13:11,2010-11-07 11:10:52,2016-03-14 17:09:10,1,0
28,180,180,55090967.0,Cally White,callywhitedfe,1,47,1513,0,0,,en,,,,,,http://a3.twimg.com/profile_images/305382719/c_normal_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1247101231000L,2009-07-09 03:00:31,2010-11-07 11:10:52,2016-03-14 17:07:27,1,0
29,618,618,81059978.0,Sofie,Sofie6hv8,1,117,571,0,0,http://xurl.jp/gd6a,en,,,,,,http://a2.twimg.com/profile_images/462739246/zzz2__814__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1255076098000L,2009-10-09 10:14:58,2010-11-07 11:10:52,2016-03-14 17:09:34,1,0
30,614,614,80737089.0,Sophia,Sophia50nv,1,182,593,0,0,http://urly.at/562,en,,,,,,http://a2.twimg.com/profile_images/458947542/zzz542_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1254966679000L,2009-10-08 03:51:19,2010-11-07 11:10:52,2016-03-14 17:09:33,1,0
31,190,190,55162707.0,IthacaWeather,IthacaWeata7h,1,20,759,0,0,,en,,,,,,http://a2.twimg.com/profile_images/307840790/c_normal_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288217225/images/themes/theme1/bg.png,,,,,,,,,,,,1247120648000L,2009-07-09 08:24:08,2010-11-07 11:10:52,2016-03-14 17:07:30,1,0
32,573,573,77163161.0,Christina,Christina7y2c,1,108,634,0,0,http://wowurl.com/14pw,en,,,,,,http://a3.twimg.com/profile_images/435769475/zz01__1551__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287437169/images/themes/theme1/bg.png,,,,,,,,,,,,1253865361000L,2009-09-25 09:56:01,2010-11-07 11:10:52,2016-03-14 17:09:21,1,0
33,564,564,75738114.0,Emily,Emily9r4t,1,153,487,0,0,http://wowurl.com/14jp,en,,,,,,http://a1.twimg.com/profile_images/427525221/zzme__1005__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1253429676000L,2009-09-20 08:54:36,2010-11-07 11:10:52,2016-03-14 17:09:19,1,0
34,562,562,75727639.0,Sally,Sally9a9z,1,134,487,0,0,http://wowurl.com/14ig,en,,,,,,http://a1.twimg.com/profile_images/426048593/zzme__885__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1253424582000L,2009-09-20 07:29:42,2010-11-07 11:10:52,2016-03-14 17:09:18,1,0
35,555,555,75410583.0,Katherine,Katherine3o7i,1,82,500,0,0,http://wowurl.com/14fa,en,,,,,,http://a0.twimg.com/profile_images/423946600/z01__703__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1253314832000L,2009-09-19 01:00:32,2010-11-07 11:10:52,2016-03-14 17:09:16,1,0
36,550,550,75402052.0,Emily,Emily2r5t,1,162,507,0,0,http://wowurl.com/14eq,en,,,,,,http://a2.twimg.com/profile_images/423469574/zzme__670__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287512878/images/themes/theme1/bg.png,,,,,,,,,,,,1253312492000L,2009-09-19 00:21:32,2010-11-07 11:10:52,2016-03-14 17:09:15,1,0
37,543,543,74843444.0,Amy,Amy4p5s,1,150,476,0,1,http://wowurl.com/149v,en,,,,,,http://a1.twimg.com/profile_images/421376013/zzme__534__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1253136590000L,2009-09-16 23:29:50,2010-11-07 11:10:52,2016-03-14 17:09:13,1,0
38,571,571,77161645.0,Sally,Sally6e8d,1,95,591,0,0,http://wowurl.com/14pq,en,,,,,,http://a0.twimg.com/profile_images/435441596/zz01__1530__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1253864692000L,2009-09-25 09:44:52,2010-11-07 11:10:52,2016-03-14 17:09:21,1,0
39,750,750,98034633.0,LornaColeman,Coleman_1665,1,58,778,0,0,,en,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_4_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1261278165000L,2009-12-20 04:02:45,2010-11-07 11:10:52,2016-03-14 17:10:12,1,0
40,243,243,60430191.0,Mary,Mary77qrn,2,37,321,0,1,http://xurl.jp/koy,en,,,,,,http://a3.twimg.com/profile_images/333826827/zzzzzzzscenegirl-0470_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1248652527000L,2009-07-27 01:55:27,2010-11-07 11:10:52,2016-03-14 17:07:46,2,0
41,237,237,59904140.0,Joseane Souza,chiquita_morena,2,160,154,0,1,,en,,S\xe3o Paulo,,,,http://a2.twimg.com/profile_images/330876702/q7lxo00nni5ls51i61mx682895059jrpdk41r8s_grd_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/25324807/rosas.jpg,,,,,,,,,,,,1248473938000L,2009-07-25 00:18:58,2010-11-07 11:10:52,2016-03-14 17:07:44,2,0
42,234,234,59434448.0,Brittney,Brittney7t7h3,2,53,375,0,0,http://xurl.jp/nhx,en,,,,,,http://a0.twimg.com/profile_images/328172220/zzzzzzscenegirl-1552_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288981003/images/themes/theme1/bg.png,,,,,,,,,,,,1248349310000L,2009-07-23 13:41:50,2010-11-07 11:10:52,2016-03-14 17:07:43,2,0
43,247,247,61142555.0,Emily,Emily5lyh2,2,57,334,0,1,http://xurl.jp/jfz,en,,,,,,http://a2.twimg.com/profile_images/337576990/zzzzzzzscenegirl-1162_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1248853456000L,2009-07-29 09:44:16,2010-11-07 11:10:52,2016-03-14 17:07:47,2,0
44,325,325,65018762.0,itsvictoriax,itsvictoricb4,2,47,1441,0,1,,en,,,,,,http://a0.twimg.com/profile_images/359778180/3_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,,,,1250079430000L,2009-08-12 14:17:10,2010-11-07 11:10:52,2016-03-14 17:08:09,2,0
45,329,329,65231459.0,Lance Strate,LanceStrat1ka,2,49,1475,0,0,,en,,,,,,http://a0.twimg.com/profile_images/360774600/16_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250127085000L,2009-08-13 03:31:25,2010-11-07 11:10:52,2016-03-14 17:08:10,2,0
46,327,327,65031866.0,cash_flow capo,TsUnaMii_Cadg,2,60,1445,0,0,,en,,,,,,http://a0.twimg.com/profile_images/359810400/10_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1250083002000L,2009-08-12 15:16:42,2010-11-07 11:10:52,2016-03-14 17:08:10,2,0
47,269,269,62463639.0,Mary,Mary5d01e,2,75,384,0,0,http://xurl.jp/em0a,en,,,,,,http://a1.twimg.com/profile_images/345618457/zzzzzzzzscenegirl-0456_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,,,,1249285086000L,2009-08-03 09:38:06,2010-11-07 11:10:52,2016-03-14 17:07:53,2,0
48,293,293,64473068.0,philipbroadway,philipbroaeil,2,36,1418,0,0,,en,,,,,,http://a3.twimg.com/profile_images/357315331/1_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1249928592000L,2009-08-10 20:23:12,2010-11-07 11:10:52,2016-03-14 17:08:01,2,0
49,317,317,64973721.0,Samantha Smith,Rudi3CantFh52,2,52,1515,0,1,,en,,,,,,http://a1.twimg.com/profile_images/359399621/19_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1286302838/images/themes/theme1/bg.png,,,,,,,,,,,,1250063127000L,2009-08-12 09:45:27,2010-11-07 11:10:52,2016-03-14 17:08:07,2,0
50,305,305,64653363.0,Edward Asuncion,E_RocktheBg4j,2,43,1388,0,0,,en,,,,,,http://a1.twimg.com/profile_images/357422441/45_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288217225/images/themes/theme1/bg.png,,,,,,,,,,,,1249975231000L,2009-08-11 09:20:31,2010-11-07 11:10:52,2016-03-14 17:08:04,2,0
51,159,159,53974415.0,lola,kYLE0z,2,49,278,0,0,http://www.effecty.com,en,,USA,,,,http://a1.twimg.com/profile_images/298580273/edy_williams25_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,waiting for u baby,,,1246819761000L,2009-07-05 20:49:21,2010-11-07 11:10:52,2016-03-14 17:07:21,2,0
52,343,343,65332295.0,ShaQuita,Qui_Bellez8di,2,54,1469,0,1,,en,,,,,,http://a0.twimg.com/profile_images/360870884/45_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1250158449000L,2009-08-13 12:14:09,2010-11-07 11:10:52,2016-03-14 17:08:14,2,0
53,104,104,49659791.0,Cherise Johnson,Terp4Life044505,2,58,1125,0,0,,en,,,,,,http://a1.twimg.com/profile_images/278178129/35_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1245684222000L,2009-06-22 17:23:42,2010-11-07 11:10:52,2016-03-14 17:07:05,2,0
54,351,351,65966240.0,Brittney,Brittney134j,2,62,532,0,0,,en,,,,,,http://s.twimg.com/a/1287010001/images/default_profile_4_normal.png,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250366486000L,2009-08-15 22:01:26,2010-11-07 11:10:52,2016-03-14 17:08:17,2,0
55,922,922,106301592.0,thoomas,thothoma_s,2,51,209,0,1,,en,,,,,,http://a1.twimg.com/profile_images/644248249/atgaaaaswq2buq5gpidb-uoncilwg1febxxm5eg2nv8ize2iiz9b0djhuq9i2siyiswkvppltakyxvzv3diwr1j6fjgpajtu9vbx3qtjravgdhgmswlxfms-rkoisa_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68374078/sem_t_tulo_1.jpg,,,,,,,,,,,,1263872179000L,2010-01-19 04:36:19,2010-11-07 11:10:52,2016-03-14 17:11:03,2,0
56,921,921,106266080.0,ton,ton_alves,2,10,196,0,0,,en,,,,,,http://a2.twimg.com/profile_images/640622638/ogaaagy2di91bm6vn_hww3bhvcco2eneefam2cxs5ogzm3qglk2dxlt4s_0xrrswcfmzigif4nt83udp1u0hzmje_ksam1t1ulcodggaetbax9zdnpvxunxeew4w_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1263862913000L,2010-01-19 02:01:53,2010-11-07 11:10:52,2016-03-14 17:11:03,2,0
57,582,582,78633514.0,mary kaputnik,mary_87,2,125,933,0,0,,en,,,,,,http://a1.twimg.com/profile_images/445053433/4444_1008745118840_1831335892_12118_7487891_n_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,Just broke up with my boyfriend and looking for new friends.,,,1254325494000L,2009-09-30 17:44:54,2010-11-07 11:10:52,2016-03-14 17:09:24,2,0
58,137,137,52948027.0,Fay Thompson,FayThompsofhc,2,73,1435,0,0,,en,,,,,,http://a0.twimg.com/profile_images/294347776/45_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1246503601000L,2009-07-02 05:00:01,2010-11-07 11:10:52,2016-03-14 17:07:14,2,0
59,489,489,71756159.0,Sally,Sally2h6b,2,178,1007,0,0,http://wowurl.com/13dw,en,,,,,,http://a0.twimg.com/profile_images/402581116/z2__638__normal.jpg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1252138242000L,2009-09-05 10:10:42,2010-11-07 11:10:52,2016-03-14 17:08:57,2,0
60,88,88,49196059.0,Ryan Brown,ryandaniel57393,2,106,1510,0,0,,en,,,,,,http://a3.twimg.com/profile_images/274324163/9_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1245550165000L,2009-06-21 04:09:25,2010-11-07 11:10:52,2016-03-14 17:07:01,2,0
61,495,495,71776798.0,Emily,Emily2m7i,2,184,670,0,0,http://wowurl.com/13fb,en,,,,,,http://a3.twimg.com/profile_images/402443887/zme__741__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1252147947000L,2009-09-05 12:52:27,2010-11-07 11:10:52,2016-03-14 17:08:59,2,0
62,220,220,57213010.0, moRick Groleau,RickGrolea3957,2,89,1208,0,1,,en,,,,,,http://a3.twimg.com/profile_images/315959619/___11_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1247710526000L,2009-07-16 04:15:26,2010-11-07 11:10:52,2016-03-14 17:07:38,2,0
63,128,128,52025456.0,Lis Rock Photo,LisRockPho20118,2,120,1485,0,1,,en,,,,,,http://a1.twimg.com/profile_images/290367689/9_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1246273690000L,2009-06-29 13:08:10,2010-11-07 11:10:52,2016-03-14 17:07:12,2,0
64,109,109,49949709.0,Kimberly Reep,moccabutte8713,2,75,715,0,0,,en,,,,,,http://a1.twimg.com/profile_images/280075177/9_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1245756245000L,2009-06-23 13:24:05,2010-11-07 11:10:52,2016-03-14 17:07:07,2,0
65,124,124,51892953.0,Brittany Garrott,fabulousmi19245,3,70,679,0,1,,en,,,,,,http://a3.twimg.com/profile_images/290360755/17_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288217225/images/themes/theme1/bg.png,,,,,,,,,,,,1246234563000L,2009-06-29 02:16:03,2010-11-07 11:10:52,2016-03-14 17:07:11,3,0
66,258,258,61990631.0,Heather,Heather6yji5,3,47,296,0,0,http://xurl.jp/jh0a,en,,,,,,http://a1.twimg.com/profile_images/342638173/zzzzzzzscenegirl-1977_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1249113185000L,2009-08-01 09:53:05,2010-11-07 11:10:52,2016-03-14 17:07:50,3,0
67,268,268,62463631.0,Jessica,Jessica3ou1t,3,46,322,0,1,http://xurl.jp/em0a,en,,,,,,http://a2.twimg.com/profile_images/345617610/zzzzzzzzscenegirl-0455_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1249285083000L,2009-08-03 09:38:03,2010-11-07 11:10:52,2016-03-14 17:07:53,3,0
68,275,275,63074400.0,Cristina,Cristina6xora,3,98,688,0,0,http://xurl.jp/rs0a,en,,,,,,http://a3.twimg.com/profile_images/349333063/zzzzzzzzscenegirl-1064_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1249460958000L,2009-08-05 10:29:18,2010-11-07 11:10:52,2016-03-14 17:07:55,3,0
69,294,294,64489557.0,Kimberly Carrera,kimmyaweso8a9,3,68,1485,0,1,,en,,,,,,http://a1.twimg.com/profile_images/358225849/11_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1249932477000L,2009-08-10 21:27:57,2010-11-07 11:10:52,2016-03-14 17:08:01,3,0
70,339,339,65300197.0,ShaQuita,Qui_Bellez9mm,3,54,1476,0,0,,en,,,,,,http://a0.twimg.com/profile_images/360965820/imagem_bigger_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250146255000L,2009-08-13 08:50:55,2010-11-07 11:10:52,2016-03-14 17:08:13,3,0
